,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
1642,2149,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,84.9999999999999,Clean,Very safe,Very satisfied, Conny Klyner,Suspendisse potenti.
1643,755,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Very satisfied, Lenette Streight,Aenean lectus. Pellentesque eget nunc.
1644,2934,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,15.0000000000001,Somewhat clean,Very safe,Somewhat satsified, Genevieve Fritchly,Praesent id massa id nisl venenatis lacinia.
1645,2389,Wednesday,UNITED INTL,BEIJING,Asia,Hub     ,Gates 91-102,2018-12-31,285.0,Clean,Somewhat safe,Somewhat satsified,Ms. Kiri Corre,Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo.
1646,1959,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,84.9999999999999,Somewhat clean,Very safe,Somewhat satsified, Wittie Reolfo,Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.
1647,1796,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satsified, Korrie Hardaker,Suspendisse ornare consequat lectus. In est risus auctor sed tristique in tempus sit amet sem.
1648,2189,Wednesday,AER LINGUS,DUBLIN,eur,    Large,Gates 91-102,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satsified, Kele Thomassin,Donec diam neque vestibulum eget vulputate ut ultrices vel augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.
1649,2667,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,155.0,Clean,Very safe,Neutral, Mira Gwilliam,In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
1650,1136,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,70.0000000000001,Average,Somewhat safe,Somewhat satsified, Caroljean Jentges,Proin leo odio porttitor id consequat in consequat ut nulla.
1651,2098,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,159.0,Clean,Very safe,Somewhat satsified, Teodor Lyver,Maecenas ut massa quis augue luctus tincidunt.
1652,2818,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,610.0,Clean,Very safe,Somewhat satsified, Eleanore Grigg,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
1654,650,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,120.0,Average,Very safe,Neutral, Elvira Davidek,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus.
1655,1032,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,94.99999999999979,Somewhat clean,Very safe,Neutral, Bernette Skirrow,Nullam varius. Nulla facilisi.
1656,3019,Tuesday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,2018-12-31,362.0,Average,Neutral,Somewhat satsified, Terencio Rowena,In est risus auctor sed tristique in tempus sit amet sem.
1657,3029,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,110.0,Clean,Very safe,Very satisfied, Virgie Brian,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
1658,893,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,150.0,Clean,Very safe,Very satisfied, Nita Lainge,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.
1659,2272,Saturday,UNITED,BAKERSFIELD,West US,    Small,Gates 70-90,2018-12-31,88.0,Somewhat clean,Very safe,Somewhat satsified, Kellsie Erangey,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.
1660,2009,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,205.0,Clean,Somewhat safe,Neutral, Etta Malcolm,Nullam orci pede venenatis non sodales sed tincidunt eu felis.
1661,1443,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,179.0,Clean,Very safe,Very satisfied, Kurt Ruckman,Integer ac neque.
1662,1586,Wednesday,UNITED INTL,HONG KONG,Asia,    Hub,Gates 91-102,2018-12-31,240.0,Clean,Very safe,Very satisfied, Etta Garrit,Nulla nisl. Nunc nisl.
1663,1269,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,2018-12-31,165.0,Average,Neutral,Somewhat satsified, Benji Ashborn,Aliquam erat volutpat.
1664,733,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Average,Somewhat safe,Neutral, Asia Heathcote,Quisque erat eros viverra eget congue eget semper rutrum nulla.
1665,1615,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230.0,Clean,Very safe,Somewhat satsified, Karine Ellaman,Mauris ullamcorper purus sit amet nulla. Quisque arcu libero rutrum ac lobortis vel dapibus at diam.
1666,2139,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,153.0,Clean,Neutral,Somewhat satsified, Prudence Hubbucks,Integer a nibh. In quis justo.
1667,361,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Marta Rosenschein,Suspendisse ornare consequat lectus. In est risus auctor sed tristique in tempus sit amet sem.
1668,2034,Wednesday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified, Linnea Spadotto,Fusce lacus purus aliquet at feugiat non pretium quis lectus. Suspendisse potenti.
1669,260,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Somewhat satsified, Fanny Hugonet,Integer ac neque.
1670,3078,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,230.0,Somewhat clean,Neutral,Somewhat satsified, Elene Emblow,Praesent lectus.
1672,1494,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified, Fin McLaggan,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
1673,1809,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,70.0000000000001,Somewhat clean,Neutral,Somewhat satsified, Gordie McLeish,In eleifend quam a odio.
1674,2614,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165.0,Somewhat clean,Somewhat safe,Somewhat satsified, Salim Gueste,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
1675,822,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,2018-12-31,156.0,Somewhat clean,Very safe,Neutral, Hanson Miche,Duis mattis egestas metus. Aenean fermentum.
1676,225,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Clean,Very safe,Somewhat satsified, Shaylynn MacIlwrick,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
1677,2187,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Somewhat safe,Neutral, Drona Trouel,Ut at dolor quis odio consequat varius. Integer ac leo.
1678,1650,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Clean,Somewhat safe,Somewhat satsified, Garwood Casaccio,Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem.
1679,3270,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130.0,Average,Very safe,Somewhat satsified,Mr. Abey Shemming,Vestibulum sed magna at nunc commodo placerat.
1680,2267,Saturday,UNITED,BAKERSFIELD,West US,Small,Gates 70-90,2018-12-31,118.0,Somewhat clean,Very safe,Somewhat satsified, Ola Emanulsson,Proin at turpis a pede posuere nonummy.
1681,388,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified, Terri Camelia,Nunc rhoncus dui vel sem.
1682,2744,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,92.0,Somewhat clean,Neutral,Somewhat satsified, Horacio Freathy,Phasellus id sapien in sapien iaculis congue.
1683,1057,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295.0,Clean,Somewhat safe,Somewhat satsified, Adel Ladon,Morbi non lectus.
1684,2192,Thursday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,180.0,Clean,Very safe,Very satisfied, Grethel Kneeshaw,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
1685,2644,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,120.0,Average,Somewhat safe,Somewhat satsified,Ms. Irene Rumbellow,Praesent lectus.
1687,1205,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Clean,Somewhat safe,Somewhat satsified, Roda Ramsey,Donec diam neque vestibulum eget vulputate ut ultrices vel augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.
1688,724,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,227.0,Somewhat clean,Very safe,Somewhat satsified, Guinevere Beckham,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
1689,2095,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,139.0,Clean,Very safe,Somewhat satsified, Baxy Astie,Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem. Integer tincidunt ante vel ipsum.
1690,1318,Tuesday,UNITED INTL,LONDON HEATHROW,eur,    Hub,Gates 91-102,2018-12-31,140.0,Clean,Neutral,Somewhat satsified, Frederic Blomefield,Praesent id massa id nisl venenatis lacinia.
1691,997,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,85.0,Somewhat clean,Somewhat safe,Somewhat satsified, Kevina Coffey,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1692,1202,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,40.0,Average,Neutral,Neutral, Lotty Williment,Etiam vel augue.
1693,1911,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,125.0,Average,Neutral,Neutral,Ms. Aileen Woffenden,Nullam porttitor lacus at turpis.
1695,300,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,152.0,Somewhat clean,Very safe,Somewhat satsified, Cesare O'Doran,Sed ante. Vivamus tortor.
1696,2312,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,165.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Tamiko Joy,Nulla mollis molestie lorem.
1697,3281,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,125.0,Somewhat clean,Very safe,Neutral, Yul Brute,Donec ut mauris eget massa tempor convallis. Nulla neque libero convallis eget eleifend luctus ultricies eu nibh.
1698,830,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,2018-12-31,246.0,Somewhat clean,Very safe,Somewhat unsatisfied, Borden Wraith,Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
1699,2645,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,120.0,Clean,Very safe,Very satisfied, Florella Shapiro,Suspendisse potenti. Nullam porttitor lacus at turpis.
1701,2866,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,86.9999999999999,Somewhat clean,Very safe,Somewhat satsified, Marilyn Delacourt,Aenean auctor gravida sem.
1702,400,Saturday,UNITED,PHOENIX,West US,    Hub,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Very satisfied, Dare Hillhouse,In sagittis dui vel nisl. Duis ac nibh.
1703,1857,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,115.0,Somewhat clean,Somewhat safe,Neutral, Eleonore Westby,Donec quis orci eget orci vehicula condimentum.
1704,357,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified, Ranique Seddon,Quisque ut erat. Curabitur gravida nisi at nibh.
1705,2615,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,    Hub,Gates 1-12,2018-12-31,245.0,Average,Neutral,Neutral, Virginie Foxten,Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede.
1706,204,Wednesday,AMERICAN,LOS ANGELES,West US,Hub     ,Gates 50-59,2018-12-31,130.0,Average,Very safe,Neutral, Faina Beri,Integer a nibh.
1707,2729,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,105.0,Clean,Very safe,Very satisfied, Doro Roggerone,Nunc purus.
1708,301,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,94.9999999999999,Average,Somewhat safe,Somewhat satsified, Gussi Ritchman,Praesent lectus.
1709,2198,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,120.0,Average,Neutral,Neutral, Zackariah Blaxter,Praesent lectus.
1710,2492,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,56.0,Somewhat clean,Very safe,Somewhat satsified, Mischa Magne,Fusce consequat.
1711,1390,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,165.0,Clean,Very safe,Very satisfied, Jeramie Crinage,Morbi odio odio elementum eu interdum eu tincidunt in leo.
1712,2509,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,75.0000000000001,Clean,Very safe,Very satisfied, Aharon Wynes,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
1713,1694,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,2018-12-31,292.0,Clean,Very safe,Very satisfied, Guglielma Asplen,Suspendisse accumsan tortor quis turpis. Sed ante.
1714,1427,Saturday,UNITED,KANSAS CITY,Midwest US,Medium     ,Gates 70-90,2018-12-31,59.99999999999989,Average,Somewhat safe,Neutral, Abbey Hawkswood,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus.
1715,3247,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,425.0,Clean,Very safe,Very satisfied, Melody Eversfield,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
1716,969,Friday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,235.0,Somewhat clean,Somewhat safe,Neutral, Harley Rayburn,Aenean fermentum. Donec ut mauris eget massa tempor convallis.
1717,2064,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,135.0,Clean,Somewhat safe,Somewhat satsified, Bryon Rean,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue.
1718,1434,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-01-01,209.0,Clean,Very unsafe,Somewhat satsified, Mortie Phinn,Nulla facilisi.
1719,1066,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied, Oralle Chisman,Ut tellus.
1720,267,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified, Briant Orcott,Nulla mollis molestie lorem. Quisque ut erat.
1721,2017,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat satsified, Kerk Koeppe,Suspendisse potenti. In eleifend quam a odio.
1723,1768,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,95.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Antonius Hatherill,Integer non velit. Donec diam neque vestibulum eget vulputate ut ultrices vel augue.
1724,1728,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,390.0,Somewhat clean,Somewhat safe,Neutral,Ms. Alison Sambell,Proin risus. Praesent lectus.
1725,3049,Tuesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,80.0,Clean,Very safe,Very satisfied, Skipp Ringham,Vestibulum sed magna at nunc commodo placerat.
1726,1408,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,169.0,Somewhat clean,Somewhat safe,Somewhat satsified, Katerina Gayle,Nulla mollis molestie lorem.
1727,2898,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified, Reinhold Mancer,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
1728,2511,Friday,ALASKA,SALT LAKE CITY,West US,    Medium,Gates 1-12,2018-12-31,120.0,Average,Somewhat safe,Somewhat satsified, Gracie Sommerlie,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
1730,3240,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,155.0,Somewhat clean,Very safe,Neutral, Vite De Dei,Morbi ut odio. Cras mi pede malesuada in imperdiet et commodo vulputate justo.
1731,4,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub     ,Gates 20-39,2018-12-31,75.0000000000001,Somewhat clean,Somewhat safe,Neutral, Ali Sloy,Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem.
1732,334,Wednesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,200.0,Somewhat clean,Somewhat safe,Neutral, Benjamin Earles,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.
1733,3113,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,110.0,Average,Very safe,Neutral, Yancy Gentiry,Suspendisse potenti.
1734,1457,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,84.9999999999999,Clean,Very safe,Somewhat satsified, Zelig Petrasso,Ut tellus. Nulla ut erat id mauris vulputate elementum.
1735,2652,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,79.9999999999999,Clean,Very safe,Somewhat satsified, Dyanne O'Loinn,In hac habitasse platea dictumst.
1736,1391,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,105.0,Clean,Very safe,Very satisfied, Joella Banbridge,Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.
1737,3187,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,345.0,Somewhat clean,Somewhat safe,Neutral, Pete Laxson,Maecenas tincidunt lacus at velit.
1738,3056,Tuesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,245.0,Somewhat clean,Very safe,Very satisfied, Deanne Hacun,Ut at dolor quis odio consequat varius. Integer ac leo.
1739,2891,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,210.0,Clean,Very safe,Very satisfied, Tony Brittian,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
1740,878,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied, Jeana Zukerman,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
1741,1808,Monday,UNITED INTL,LONDON HEATHROW,eur,Hub     ,Gates 91-102,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified, Cam McGinney,Sed sagittis.
1742,2779,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,145.0,Clean,Very safe,Very satisfied, Joby Grigorushkin,Duis consequat dui nec nisi volutpat eleifend.
1743,604,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,282.0,Somewhat clean,Somewhat safe,Somewhat satsified, Florenza Rallings,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
1744,2449,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87.0,Average,Somewhat safe,Somewhat satsified,Miss Sig Heningham,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
1746,1759,Monday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,295.0,Somewhat clean,Somewhat safe,Somewhat satsified, Kaylee Hastings,Integer ac neque. Duis bibendum.
1747,2396,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified, Adi Jurca,Vestibulum quam sapien varius ut blandit non interdum in ante.
1748,1206,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,165.0,Average,Neutral,Somewhat satsified, Richmound Cutridge,Donec ut mauris eget massa tempor convallis. Nulla neque libero convallis eget eleifend luctus ultricies eu nibh.
1750,2119,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,160.0,Clean,Very safe,Somewhat satsified, Anthia Chawkley,Nunc purus. Phasellus in felis.
1751,2015,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,225.0,Clean,Somewhat safe,Somewhat unsatisfied, Shaun Adamsky,Pellentesque at nulla.
1752,2047,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,180.0,Somewhat clean,Very safe,Somewhat satsified, Jackquelin Neaverson,Proin interdum mauris non ligula pellentesque ultrices.
1753,2217,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,180.0,Average,Neutral,Somewhat satsified, Benoite Bertin,Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem. Integer tincidunt ante vel ipsum.
1754,1259,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,270.0,Somewhat clean,Neutral,Somewhat satsified, Tanya MacRirie,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.
1755,1939,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Somewhat safe,Very satisfied, Emile Ciccoloi,Sed accumsan felis.
1756,1555,Wednesday,DELTA,ATLANTA,EAST US,Hub     ,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral, Gran Bolzmann,Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.
1757,1642,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Average,Very safe,Somewhat satsified, Genevra Lumm,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
1758,2300,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied, Dwain Pesik,Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis.
1759,1461,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,340.0,Average,Somewhat safe,Neutral, Rand MacNeice,Vivamus vestibulum sagittis sapien.
1760,2206,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,210.0,Clean,Somewhat safe,Somewhat satsified, Ian Capaldo,Praesent blandit.
1761,1742,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Clean,Very safe,Very satisfied, Naomi Pelcheur,Nullam sit amet turpis elementum ligula vehicula consequat.
1764,1448,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,160.0,Somewhat clean,Somewhat safe,Very satisfied, Austin O' Bee,Nullam molestie nibh in lectus.
1765,1248,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,140.0,Somewhat clean,Somewhat safe,Somewhat satsified, Dall Hullock,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
1767,3079,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,193.0,Clean,Somewhat safe,Somewhat satsified, Carlo Broadwood,Donec semper sapien a libero. Nam dui.
1768,2962,Tuesday,AMERICAN,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satsified, Evelina Roggieri,Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.
1769,567,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Neutral, Lotta Sallan,In eleifend quam a odio. In hac habitasse platea dictumst.
1770,3246,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,94.99999999999979,Clean,Neutral,Somewhat satsified, Henrie Spaldin,Proin risus.
1771,1627,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,225.0,Clean,Very safe,Somewhat satsified, Hamid Petchell,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
1772,1749,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Somewhat satsified, Gizela Zima,In hac habitasse platea dictumst.
1774,996,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,55.0,Somewhat clean,Somewhat safe,Neutral, Ema Braunds,Nulla tellus. In sagittis dui vel nisl.
1775,706,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,245.0,Somewhat clean,Very safe,Very satisfied, Fenelia Kisbey,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
